id,date,professor_name_raw,department,course_name,grading_status_raw,attendance_status_raw,term,comment_text,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6
4128,2025-01-28T12:29:07,علی نصیری,معارف,تفسیر موضوعی نهج‌البلاغه,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر403,"استاد اصلا درست درس نمیدن‌
در واقع اصلا درس نمیدن‌
ارائه گروهی باید بدین که اصلا 
مبنای درستی نداره و ما نفهمیدیم به
چه کسی کامل داده و به چه کسی ناقص
حقیقتا بعضا میگن نمره خوب میده ولی
کاملا رندوم نمره میده
ترجیحا باهاش برندارید",1.0,5.0,3.0,2.0,2.0,9.0
4129,2025-01-28T12:29:12,آیت قره قانی,مکانیک,بهینه سازی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,تابستان 1401,استاد خوبی هستند ولی به دانشجو های خودشون بهتر نمره ميدهند .,4.0,8.0,9.0,9.0,8.0,4.0
4130,2025-01-28T12:29:15,الهام فتاحی,ریاضی,ریاضیات مهندسی,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,مهر۴۰۳,چیزی اضافه ایی نیست,10.0,10.0,10.0,10.0,10.0,10.0
4131,2025-01-28T12:29:27,احمد رهبر,مهندسی شیمی,انتقال جرم,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1403,علارغم تمرینای زیاد و پروژه و سوالای مازاد بر تمرین که تحویل داده شد، نمره هیچکدومو در نظر نگرفتن و به حرفاشون عمل نکردن فقط نمره امتحانارو دادن که مشخص نیست برگه ها با چه منطقی تصحیح شده و به اعتراضا هیچ جوابی ندادن. اصلا طرف این استاد تو هیچ درسی نرید,8.0,4.0,1.0,10.0,1.0,8.0
4132,2025-01-28T12:29:30,منوچهر خاصی,ریاضی,ریاضی۱,یادم نیست چجوری بود,حضور و غیاب نمی کند,مهر ۱۴۰۳,"استاد سوالات مهد کودک رو در کلاس حل می‌کنه. امتحان رو هم که خودتون دیدین
این دو تا زیاد باهم نمیخونن",4.0,5.0,7.0,7.0,3.0,9.0
4133,2025-01-28T12:29:38,امرالهی بیوکی,فیزیک,فیزیک_۱,دست باز و با ارفاق,حضور و غیاب نمی کند,مهر 1401,استاد بسییییار ماهیه تو گروه به سوالای دانشجوها جواب میده و خیلی محترمه,10.0,10.0,10.0,10.0,10.0,10.0
4134,2025-01-28T12:29:42,جلیل رشیدی نیا,ریاضی,جبر خطی عددی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,استاد بسیاررر ریز صحیح میکنه و تا میتونه نمره کم میکنه و سوالایی که تو امتحان میده هر کدوم ۲ ۳ صفحه جا میگیره اخرم خیلی از بچه ها نمرشون زیر ۱۲ شد/=,8.0,7.0,8.0,9.0,9.0,8.0
4135,2025-01-28T12:29:46,محسن بابامرادی,مهندسی عمران,فیزیک ۱,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,مهر ۱۴۰۳,"استاد خوش اخلاق و مهربونی هستند. تمام تلاششونو میکنن تا مطلب برای دانشجویان جا بیفته  کلاس های حل تمرین برگزار میکن توی نمره دادن هم خیلی سخت گیر نیستن 
در کل استاد خوبی هستند",9.0,10.0,7.0,8.0,10.0,9.0
4136,2025-01-28T12:29:50,پرستو کعبی نژاد,ریاضی,هندسه دیفرانسیل,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر ۱۴۰۳,امتحان های استاد کاملا از جزوه ای است که قرار میدهند و میشه نمره رو گرفت و کاملا نمره هایی که بگیرید رو منصفانه براتون میزارن نه حق کسی خورده میشه ن به کسی اضافه نمره میدن و چه بسا نظری داشتید درباره کلاس پذیرا هستند و میتونید بهشون بگید.,10.0,8.0,8.0,10.0,10.0,10.0
4137,2025-01-28T12:30:04,حسین شیرانی,شیمی,آزمایشگاه شیمی عمومی,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر ۴۰۳,در کل استاد با سواد و متشخصی هستن ، ازمایش هایی که میخوان تدریس کنن رو جلسه اول بهتون میگن و همه آزمایش هارو کامل و دقیق بررسی میکنن، برای امتحان هم یه پی دی اف مربوط به آزمایشگاه ها هست که آزمایشاتی که استاد تدریس کردن رو از اونجا پیدا میکنید و از روی همون بخونید نمره قابل قبولی میگیرید ، برای نمره بالا تر هم توضیحات خود استاد و شیوه انجام آزمایش ها رو جدی بگیرید ؛ در مورد گزارش کار هم ترجیحا تایپ کنید و یا اگرم دستی مینویسید خیلی باید خوش خط باشید وگرنه نمره کم میکنن ، در کل استادی هستن که میشه ۲۰ گرفت ازشون و پیشنهاد میشه باهاشون بردارید,10.0,10.0,9.0,10.0,8.0,9.0
4138,2025-01-28T12:30:07,امیرمهدی تحسینی,مکانیک,دینامیک گازها,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,مهر 1403,"دکتر تحسینی بدون شک یکی از باسواد ترین اساتید گروه هوافضا و تبدیل هستند و تسلط خیلی خوبی روی مباحث درس دارن
در این ترم بارم بندی به این شکل بود
میانترم ۱۳ نمره
پایانترم ۵ نمره
تمرین ۲ نمره
البته اگر نمره پایانترم بهتر از میانترم بود بارم پایانترم ۷ نمره و میانترم ۱۱ نمره در نظر گرفته میشد
کلن اگر نمره خیلی خوب و بالا میخواین نباید سمت ایشون بیاید ولی اگر یادگیری براتون مهمه قطعا بهترین گزینه هستن",10.0,10.0,10.0,10.0,10.0,10.0
4139,2025-01-28T12:30:10,ریحانه بهرامیان,فیزیک,آزمایشگاه فیزیک ۲,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر ۱۴۰۳,روی حضور و غیاب خیلی حساس هستن و حتی برای تاخیر هم خیلی گیر میدن گزارشکار ها رو هم خیلی دقیق بررسی میکنن توصیه میکنم قبل از حضور در کلاس خودتون آزمایش اون روز رو بخونید و مسلط باشید در کل استاد خوبین و نمره خوبی میتونین ازشون بگیرین,7.0,8.0,7.0,7.0,7.0,9.0
4140,2025-01-28T12:30:21,اکبر دهقان نژاد,ریاضی,ریاضی یک-ریاضی دو,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1403,با سلام توصیه میکنم تا جایی که ممکنه حتی اگر درسی بر نداشتی به هیچ وجه با این استاد چیزی بر نداری عملا هیچی تدریس نمیکنه و سخت ترین امتحان ممکن رو میگیره نود درصد تایم کلاس خاطره میگه بقیش هم سر فصل های کتاب رو میگه تازه از خاطراتش هم هیچی نمیفهمی خلاصه اگه سلامت روانت برات مهمه درس با ایشون بر ندار,3.0,8.0,3.0,2.0,8.0,8.0
4141,2025-01-28T12:30:27,سجاد قره چلو,مهندسی شیمی,زمین شناسی عمومی و ساختمانی,نمره خوبی نمیشه ازشون گرفت,حضور مهم نیست اما تاثیر مثبت دارد,مهر ۱۴۰۳,استاد مطالبی که در اسلاید قرار دادن برای امتحان کافی نبود و موقع امتحان جا خوردیم . صادقانه بگم نمره خوبی نمیشه از ایشون گرفت ولی اگه ورداشتید حتما مطالبی که به صورت کلامی بیان میکنند و نوشته های جدا از اسلاید رو بنویسید و داشته باشید چون از اونها امتحان میاد و ما آماده نبودیم . راه ارتباطی نماینده کلاستون هست و مستقیم نیست . در کل واحد درسی هم غیر منطقی بود و این دو درس نباید تلفیق میشدند.,3.0,5.0,5.0,4.0,4.0,7.0
4142,2025-01-28T12:30:34,مهسا قنبر زاده,شیمی,شیمی عمومی ۱,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر ۱۴۰۳,"استاد خوبی هستند . ولی احترام و سکوت سر کلاسشون خیلی خیلی ! مهمه .همچنین حضور به موقع خیلی مهمه . اگه از اول کلاس با ایشون خوش برخورد باشید استاد خوبی هستند ولی اگه کلاس شلوغ باشه یا با ایشون بد باشید اصلا نمیتونید نمره خوبی بگیرید . سر کلاسشون تلفن همراه و هیچ گونه وسیله الکترونیکی مجاز نیستش و جزوه نوشتن نمره داره . ولی منابع امتحانی جزوات ایشون هستند . 
در کل بخوام بگم استاد خوبی هستند و جزوه ای هم که میدن منابع امتحانی هستند . ولی روش خودشون رو دارند اگر با این روش های سخت گیری راحت نیستید اصلا! ور ندارید.",8.0,7.0,7.0,10.0,8.0,5.0
4143,2025-01-28T12:30:54,مسعود هادیان,ریاضی,ریاضی مهندسی,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,مهر ۴۰۳,به شدت استاد مسلط و دانایی هستن.بنظرم از نظر آداب و رفتار با دانشجو هم حرف اول رو توی این دانشکده مزخرف و به درد نخور میزنن.در طول کلا چهار پنج جلسه و به طور رندوم حضور غیاب کردن و از ۲۰ نمره ٫ ۲ نمره اختصاص دادن به تکالیف و حضور غیاب.میان ترم خیلی دست باز تصحیح شد ولی پایان ترم بسیار سخت گیرانه بود(انگار لج کردن با بچه ها).از نظر تدریس هم معمولی هستن.در کل اگه گزینه بهتری نبود باهاشون بردارید,8.0,10.0,7.0,9.0,10.0,10.0
4144,2025-01-28T12:31:01,زهرا اسماعیلی,مکانیک,مبانی برق ۱,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر۴۰۳,"۲ نمره حضور غیاب
۳ نمره تکلیف( کلا ۳ تا دونه بود)
۵ نمره میانترم که فکر کنم برگه رو گم کردن به همه دادن
۱۰ نمره پایان ترم که دقیقا سوال های جزوه خودشون بود حتی عددش هم تغییر نکرده بود. 
کلاساش یک ساعته هستش دو هفته زودتر درس رو تموم کرد. فکر کنم حداقل ۴,۵ جلسه هم کنسلی داشت. کلا درس و کلاس عشق و صفایی هستش🤌",10.0,10.0,10.0,10.0,10.0,10.0
4145,2025-01-28T12:31:08,سید محمد حسینی,ریاضی,معادلات دیفرانسیل,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1403,"استاد بسیار محترم و خوبی هستند 
تقریبا از اساتید جدید هستند 
دست بالا نمره میدن و تقریبا کسی رو نمیندازن مگر اینکه واقعا برگه خالی داده باشن",8.0,10.0,8.0,10.0,10.0,10.0
4146,2025-01-28T12:31:18,فرزاد بازدیدی,مکانیک,انتقال حرارت ۱,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر۴۰۳,"۲۴ درصد کوییز ها و ایستگاه کاری هایی بود که تحویل دادیم. البته میگن که اگه امتحانارو خوب بدید اونارو زیاد جدی نمیگیرن.نمیدونم راست میگه یا نه. 
۲۰ درصد میانترم بود. ۵۶ درصد پایان ترم. امتحانش تماما از مطالبیه که فایلش رو گذاشته و واقعا هیچی خارج از اون نداره ولی مطالب زیاد و سنگین. کوییز و ایستگاه کاری رو بد تصحیح میکنه ولی به نظرم امتحانارو خیلی بهتر تصحیح میکنه.
انتقال مطالبش جدا خوب نیست. سوال هم ترجیحا نپرسید. در بهترین حالت یه جواب سربالایی بهتون میده( اگه بلایی سرتون نیاد)
خارج از تایمی که مشخص کردن هم اصلا سراغشون نرین",10.0,10.0,2.0,10.0,2.0,4.0
4147,2025-01-28T12:31:26,الهام فتاحی,ریاضی,ریاضیات مهندسی,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1403,"از نظر تدریس فوق‌العاده هستن 
پیشنهاد میشه که اگر شخص استادمحوری هستین حتما با ایشون بردارین 
اما اگر نمره براتون مهمه باید اینو بدونین که استاد سختگیرانه تصحیح میکنن و معمولا از شیفت و نمره اضافی خبری نیست.
البته که این ترم یه سری کوییز گرفتن که به عنوان نمره اضافه بود ولی خیلی نمیشه روشون حساب کرد.",10.0,10.0,10.0,10.0,8.0,10.0
4148,2025-01-28T12:32:45,فرزاد بازدیدی طهرانی,مکانیک,انتقال حرارت ۱,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,نینی,"۲۴ درصد کوییز ها و ایستگاه کاری هایی بود که تحویل دادیم. البته میگن که اگه امتحانارو خوب بدید اونارو زیاد جدی نمیگیرن.نمیدونم راست میگه یا نه. 
۲۰ درصد میانترم بود. ۵۶ درصد پایان ترم. امتحانش تماما از مطالبیه که فایلش رو گذاشته و واقعا هیچی خارج از اون نداره ولی مطالب زیاد و سنگین. کوییز و ایستگاه کاری رو بد تصحیح میکنه ولی به نظرم امتحانارو خیلی بهتر تصحیح میکنه.
انتقال مطالبش جدا خوب نیست. سوال هم ترجیحا نپرسید. در بهترین حالت یه جواب سربالایی بهتون میده( اگه بلایی سرتون نیاد)
خارج از تایمی که مشخص کردن هم اصلا سراغشون نرین",10.0,10.0,5.0,10.0,5.0,5.0
4149,2025-01-28T12:32:52,محمد شهبازی,معارف,تاریخ فرهنگ و تمدن اسلامی,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر ۴۰۳,"استاد خوبیه 
در طول ترم ۳ تا تحقیق داد 
پایان‌ترمش رو از ۱۰ نمره گرفت یعنی به حضور و همون تحقیقامون ۱۰ نمره داد پس اگر سر کلاس حضور منظم داشته باشید و کاراشو انجام بدید قطعا پاس می‌شید
خوشش می‌اومد باهاش حرف بزنی و نظرت رو بگی سر کلاس(البته با احتیاط) ولی بدونید که اصلا اهمیتی نمی‌ده نظرتون چیه و گاهی اوقات نامربوط جواب می‌ده که نظرتونو ایگنور کنه
ولی در کل خیلی ا‌وکی بود و نمره رو خیلی خوب داد بنظرم 
امتحانش هم تستی بود و خیلی ساده",9.0,10.0,9.0,10.0,10.0,10.0
4150,2025-01-28T12:33:12,محمدعلی اکبرنیا,مکانیک,نقشه کشی صنعتی 1,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,بهمن 1403,"استاد به دلیل سن بالاشون شنوایی ضعیفی دارن و اگر سوالی ازشون میپرسیدیم نمیشنیدن، و اگر هم متوجه سوال میشدن یا جواب بی ربطی میدادن یا سوال پرسیدن رو برمبنای نفهمیدن و یاد نداشتن میزاشتن و نمره کم میکردن
ایشون هر جلسه یک دانشجو رو میبردن پای تخته و اگر حتی یک خط رو اشتباه می‌کشیدیم یا باب میلشون نبود کلی دعوا میکردن
کلاس خسته کننده بود
ولی حقیقتا آخر سر دست و دل باز نمره دادن و شیفت خوبی دادن به بچه ها",7.0,10.0,5.0,8.0,1.0,3.0
4151,2025-01-28T12:33:22,محمدحسن ذوالفقاری,مکانیک,فیزیک ۲,خیر,حضور و غیاب نمی کند,بهمن 1401,"فقط حتی اگر آخرین گزینه بود برای انتخاب واحدتون هم بر ندارید باهاش
خواستید هم بردارید در طول ترم خودتون بخونید قطعا نمره بهتری رو اخذ خواهید کرد با استاد بخواید پیش برید نه چیزی میفهمید نه نمره خوبی میگیرید
کلاسم‌ تایمش طولانی تره همیشه از تایمی که براش تعریف شده وقتی استاد  نمیرسه درس رو جمع کنه کلاسای مجازی بد موقعی گاها ۲ بار در هفته اونم پنجشنبه جمعه ها با بدترین کیفیت ممکن و صدا با کیفیت خیلی بد میزارن‌که شرکت نکنین و ویدیو از سایت ببینید هم ۳ برابر بیشتر سود کردید دوستان",1.0,1.0,1.0,1.0,1.0,10.0
4152,2025-01-28T12:33:46,حمیدرضا رضایی,مهندسی مواد,فرایندهای ساخت۲,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,ایشون به شدت شلخته و بد تدریس میکنن کلاس بسیار خواب آور و صداشونو به کرات میشه شنید جزوه نمیدن و توقع دارن توی تدریسای شلخته و بی سر و تهشون جزوه هم بنویسیم بسیار کثیف و بدخط هرازگاهی مطلبی پای تخته یادداشت میکنند و کلا انتخاب  اخرتون باشه با این استاد برندارید چه بخواید نمره خوب بگیرید چه بخواید درس یاد بگیرید,2.0,2.0,1.0,1.0,8.0,10.0
4153,2025-01-28T12:33:53,محمدعلی بوترابی,مهندسی مواد,ریخته گری,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,استاد همش خاطره سر کلاس تعریف میکنن و درآخر به شدت رندوم نمره میدن اصلا مهم نیست امتحانو خوب دادی یا بد بعید میدونم حتی برگه هارو تصحیح کنن همینطوری یه نمره ای بهتون میدن,4.0,10.0,5.0,7.0,4.0,9.0
4154,2025-01-28T15:05:39,سعید رهبری شمیرانی,معارف,دانش خانواده و جمعیت,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر ۱۴۰۳,واقعا مطالبی که ایشون سر کلاس میگفتن به درد بخور و خوب بود و همه استفاده کردیم.در ژول ترم چند تا موضوع بیان میکنن راجبش باید بنویسید و براشون ببرید.حضور و غیاب هم اگه در حد یکی دو تا غیبت باشه کنار کیان اما نه بیشتر. امتحان هم زیر متن کتاب خط کشیده شده بود و گفتم همونا برای امتحان کافیه که کافی بود.,10.0,10.0,10.0,10.0,10.0,10.0
4155,2025-01-28T15:05:45,محمدیان,تربیت بدنی,ورزش۱(استخر),دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر ۴۰۳,"۱. اولش بگید شنا بلد نیستم+
۲. حضور در کلاس نتونستی جبرانی+
۳. التماس در انتها برای نمره
= ۲۰ زیبا",10.0,10.0,10.0,10.0,10.0,10.0
4156,2025-01-28T22:37:38,دکتر شجاعی فر,مکانیک,انتقال حرارت ۱,,,,,,,,,,
4157,2025-01-29T13:26:20,حمید سیفی,تربیت بدنی,تربيت بدني,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1403,بسیار محترم رفتار میکنند و با دانشجویان دوست هستند.توی امتحان عملی سختگیری ندارند و یک امتحان تستی هم دارند که از جزوه خودشون هست.در طول ترم هم پروژه تحقیق میدهند و بهتر است که مطالب آسان جزوه رو انتخاب کنید.,10.0,10.0,10.0,10.0,10.0,10.0
4158,2025-01-29T13:26:51,مسعود جمشیدی,مهندسی شیمی,شیمی‌ فیزیک مهندسی شیمی,نمره خوبی نمیشه ازشون گرفت,حضور مهم نیست اما تاثیر مثبت دارد,مهر ۱۴۰۳,کلاسشون خیلی خسته کنندس. میانترم و پایانترم هر دو شبیه امتحانات ترم های قبل بود و فقط یک سوال متفاوت بود. تصحیح کردنشون به شدت سختگیرانه‌س. اولش نمره ها رو خییلی بد دادن ولی بعد که اعتراض زدیم چند نمره بردند بالا ولی به استرسش نمی‌ارزید😵‍💫. حضور غیاب نمیکنن ولی کلا اگر کلاسی باشید که اکثریت زیاد غیبت داشته باشن احتمال اینکه باهاتون لج کنن هست.,7.0,7.0,5.0,4.0,1.0,2.0
4159,2025-01-29T13:27:08,محبوبه مهربانی,معماری و شهرسازی,نقشه کشی صنعتی برق,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر 1401,اصلا استاد خوبی نیستن ، امتحاناش فوق العاده اذیت میکنه و نمره خوبی اصلا نمیشه گرفت ازش ، چیزی که درس میده برای یه دانشجوی برق خیلی زیادیه ، اولویت اخرتون باشه بنظرم,3.0,4.0,4.0,3.0,5.0,2.0
4160,2025-01-29T13:27:30,علی مسیبی,مهندسی راه آهن,استاتیک و مقاومت مصالح,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,بهمن ۴۰۳,"استاد خیلی تاکید بر این داشتن که حتما جزوه رو خوب خوب مطالعه کنیم و برای امتحان هم منبعمون جزوه باشه 
ولی خب جزوه پر از خالیه و صرفا مطالب ساده و ابتدایی درس رو شامل میشه
خودتون باید یه جزوه خوب پیدا کنید برای خوندن
در طول ترم هم تعدادی کوئیز میگیرند و سوالات اونا نسبت به میانترم و پایانترم سخت تره",9.0,7.0,5.0,9.0,4.0,9.0
4161,2025-01-29T13:28:06,الهام فتاحی,ریاضی,ریاضیات مهندسی,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,مهر1403,استاد واقعا سطح سواد و دانش بالایی دارند و توانایی انتقال مطالبشونم بسیار خوبه و اگر سر کلاس ها حضور پیدا کنید کاملا درس رو متوجه میشید فقط در تصحیح و نمره دادن سختگیر هستند و ۲ نمره رو برای حل تکالیف قرار داده بودند و برای نمره‌ی اضافه یک سری کوییز گرفتند که البته سخت بودند و نمیشه رو اونا خیلی حساب کرد,10.0,10.0,10.0,10.0,10.0,10.0
4162,2025-01-29T13:28:16,گرشاسبی,مهندسی شیمی,آز سیالات,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر ۴۰۳,نه امتحان داره نه اذیت میکنه تهش دوتا گزارش کار میخواد که کپی کنی از سال قبلی ها ۱۸ میده خودت بنویسی ۲۰,10.0,10.0,10.0,10.0,10.0,10.0
4163,2025-01-29T13:28:24,جواد غفاری,معارف,دانش خانواده,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر1403,پایان ترم نزدیک ۹ فایل پاورپوینت که هرکدوم از ۳۰ اسلاید به بالا بودند قرار میدهند که کل امتحان ۴۰ تست در ۴۰ دقیقه هست ازون فایلاست و میشه گفت سطح امتحانشون یکمی بالاست و کاملا مفهومیه ولی در آخر خوب نمره دادند و استاد خوبی هستند,9.0,10.0,9.0,10.0,10.0,10.0
4164,2025-01-29T13:28:31,سمیرا محمدی,شیمی,شیمی عمومی,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,مهر 403,"واقعا استاد گلیه
خیلی با دانشجو راه میاد چه به سر نمره چه سر تایم کلاسا برای امتحانام نهایت کمک رو میکنه
کلن استاد خیلی خوبیه حتما باهاشون بردارید",10.0,10.0,8.0,10.0,10.0,10.0
4165,2025-01-29T13:28:47,حسین سلیمانی,برق,سیگنالها و سیستم ها,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,مهر 1401,"همه چی عالی و منظم. ۳ نمره تمرین دارن تا ۲ نمره هم بخاطر حضور شیفت دادن. ۲ تا میانترم و یه پایانترم.
این ترم تی ای شون اقای اسکندرپور بودن که ۷۰ ۸۰ درصد سوالای امتحان از تمریناشون دادن. یعنی اگر به تمریناشون خیلی مسلط باشین راحت بالای ۱۶ میگیرید.",10.0,10.0,10.0,10.0,10.0,10.0
4166,2025-01-29T13:29:11,دکتر شکریه,مکانیک,مقاومت مصالح1,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,مهر403,"به شدت استاد خفنیه 
هم برای تدریس هم دانش عمومی 
کلاسش اصن خشک نبود و اگه گوش میدادی یاد میگرفتی البته کلی نمونه سوالم باید حل کنی بفهمی چی به چیه
یه تی ای مزخرف داشت که پدرمونو دراوورد 
11 سری تکلیف داد که هر کدومش 8 سوال بود
زمانش یک هفته اگر میخواستیم که تمدید بشه که اصن نمیشددد
اگه تی ای دکتر نباشه به شدت پیشنهاد میشه 
ولی اگه بود شده 9 ترمه بشین ولی برندارین",10.0,10.0,10.0,10.0,10.0,10.0
4167,2025-01-29T13:29:36,ایت قره قانی,مکانیک,ترمودینامیک1,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 403,"استاد با سوادی هستن ولی تو چششون باشی انقدر بهت تیکه میندازه که گریت میگیره
تدریش قابل قبوله از روی پاور خودشون
سوالاشون که کپی کتاب ون وایلنه 
بتونی رو اونا مسلط باشی تمومههه 20 
تی ایشون هم واقعا راه اومد و کامل پوشش میداد مثالارو 
اگه مشکلی با توهیناشون سر کلاس ندارین حتما بردارین",10.0,10.0,10.0,8.0,6.0,5.0
4168,2025-01-29T13:29:40,محمد رضا زمانی,فیزیک,فیزیک ۱,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,بهمن 1401,چیزی اضافه ایی نیست,5.0,8.0,3.0,5.0,5.0,9.0
4169,2025-01-29T13:30:05,اسماعیل خان میرزا,مکانیک,دینامیک,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,مهر403,"سر کلاس یه وضع عجیبی بود 
اوایل ترم که دینامیک پیشرفته گفت
بقیشم شد دینامیک
تا لحظه اخر امتحان نمیدونستیم از کجا و از چی سوال میاد 
4 5 تا منبع داشت هیبلر کینگزبرگ جانسون نیکخواه.... 
هرکدومم مسلط بودی نمیتونستی نمره کامل بگیری
نکته مثبتش این بود که میتونستی پاسخنامه هم ببری سر امتحان 
تی ای هاشونم خوب بودن 
در کل بد نیستن نمره خوبی میشه ازشون گرفت ولی اگه حال داری 4 تا پاسخنامه ببری سر امتحان",6.0,10.0,6.0,10.0,8.0,10.0
4170,2025-01-29T13:30:21,مقبلی,مهندسی شیمی,فرایند های پلیمری,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,مهر 1403,نمرات کاملاااااا رندوم میدن هرچقدرم درس بخونین و خوب بنویسین بازم کمترین نمره رو میگیرید کسایی که نخوندن نمره بالاتری میگیرند.اصلا سوالاشون در حد جزوه نیس خیلللللی مفهومی میدن.یک جوری هم برخورد میکنن که انگار تمام برگه هارو تصحیح کردن در صورتی که بهشون نگاهم نکردن,5.0,10.0,9.0,3.0,8.0,8.0
4171,2025-01-29T13:30:54,الهام فتاحی,ریاضی,ریاضیات مهندسی,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر 1403,"در سختگیر بودن ایشون کاملا اغراق میشه
از نمره خودتون کمتر نمیدن، طبیعتا به هر چی تو برگه بنویسین قرار نیست نمره بدن
از طرفی درباره عالی بودن تدریس ایشون هم یکمی اغراق میشه، چون مباحث رو خیلی اثباتی‌ طور پیش میبرن که خیلی وقتا بدرد امتحان نمیخوره
جزوه شون هم خوبه نسبتا، اما بخش های اثباتی زیاد داره و کلا زیاد در حال اثباتن
اما در کل استاد خیلی باشخصیتین و تو ترم ما که هیچ استاد خوبی ارائه نداد غنیمت بودن",9.0,10.0,10.0,10.0,9.0,10.0
4172,2025-01-29T13:31:01,رهبری,معارف,دانش خانواده,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,مهر 1403,,3.0,9.0,8.0,10.0,10.0,10.0
4173,2025-01-29T13:31:17,مسعود هادیان دهکردی,ریاضی,ریاضیات مهندسی,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,مهر ۴۰۳,"خیلی بد نمره میده 
تقریبا به همه از ۱۸ نمره میده و دو نمره باقی مونده رو  اصن تاثیر نمیده 
اگه میخاید‌ درس پاس شید باهاش بردارید ولی اگه دنبال نمره بالا هستید پیشنهاد نمیشه چون سخت گیری زیادی داره تو تصحیح و نمره دادن",8.0,10.0,7.0,7.0,10.0,9.0
4174,2025-01-30T00:08:40,دکتر دهقانی,مهندسی صنایع,برنامه‌ریزی حمل و نقل,,,,,,,,,,
4175,2025-01-30T00:08:40,حسینی زاده,معارف,اشنایی با قانون اساسی,,,,,,,,,,
4176,2025-01-30T00:08:40,مدرسی,معارف,تفسیر نهج البلاغه,,,,,,,,,,
4177,2025-01-31T11:21:20,مجید سیاوشی,مکانیک,مکانیک سیالات ۲,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,مهر۴۰۳,"۷ نمره میان‌ترم ۹ نمره پایان‌ترم و ۳ نمره دست تی‌ای بود
البته برای کسانی که نمره میان‌ترم و پایان‌ترم‌شون خیلی فرق داشته باشه بارم رو کمی تغییر می‌دن که به نفعش بشه.
روی هر امتحانی ۵ درصد خطای تصحیح اضافه می‌کنن.
به نظرم سیالات۲ رو خیلی بهتر از سیالات ۱ می‌گن. اخلاقشون سر کلاس خوبه ولی خارج از کلاس کلا یه انسان دیگه هستن و ترجیحا بهشون نزدیک نشید برای سلامت روانتون بهتره. تی‌ای این ترمشون خیلی خوب بود نظرم نظرم",10.0,10.0,6.0,8.0,10.0,10.0
